"Exporter","Importer",2013,2014,2015,2016,2017,2018,2019,2020
10,21,7,5,2,2,2,2,6,0
17,21,0,0,0,0,0,0,0,0
23,21,0,0,0,0,0,0,0,0
27,21,0,0,0,0,0,0,0,0
43,21,0,0,0,0,3,1,0,0
45,21,0,0,0,0,0,0,0,0
46,21,0,0,0,0,0,1,0,0
47,21,0,0,0,0,0,0,0,0
57,21,0,0,0,0,0,0,0,0
60,21,0,0,0,0,0,0,0,0
61,21,0,0,4,0,0,15,0,0
65,21,0,0,0,1,3,1,0,0
67,21,0,0,0,0,0,0,0,0
76,21,0,0,0,0,0,0,0,0
77,21,0,0,0,0,0,0,0,0
82,21,0,0,-1,0,0,0,0,0
84,21,0,0,0,0,0,0,0,0
95,21,0,0,0,0,0,0,0,0
100,21,2,0,0,0,0,0,0,0
101,21,0,0,0,1,0,0,0,0
108,21,0,0,0,0,0,0,0,0
123,21,0,0,0,0,0,0,1,0
139,21,0,0,0,0,0,0,0,0
140,21,0,0,0,0,0,0,0,0
142,21,0,0,0,0,0,0,0,0
143,21,0,0,0,0,0,0,0,0
153,21,0,0,0,0,0,0,0,0
157,21,0,0,0,0,0,0,0,0
158,21,0,0,0,0,0,0,0,0
167,21,3,3,3,2,3,2,3,0
185,21,0,0,6,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0
10,22,1,4,1,1,3,4,2,0
17,22,3,5,3,2,2,6,4,0
23,22,0,0,0,0,0,0,0,0
27,22,0,0,0,0,0,0,0,0
43,22,0,0,0,0,2,0,0,0
45,22,0,0,0,0,0,0,0,0
46,22,4,0,0,0,2,4,0,0
47,22,29,18,12,18,26,23,25,0
57,22,0,0,0,0,0,8,6,0
60,22,5,8,10,10,8,6,2,0
61,22,36,199,194,147,0,33,0,0
65,22,24,24,21,0,0,0,0,0
67,22,0,0,0,0,0,0,0,0
76,22,2,0,0,0,0,0,0,0
77,22,0,0,0,0,0,0,0,0
82,22,3,1,9,0,15,7,8,0
84,22,24,15,16,16,20,32,13,0
95,22,0,0,0,0,0,0,0,0
100,22,0,0,0,0,0,0,0,0
101,22,7,16,12,13,15,15,11,0
108,22,0,0,0,0,0,0,0,0
123,22,84,50,45,38,59,75,68,0
139,22,0,0,0,0,1,0,0,0
140,22,8,1,1,19,14,2,1,0
142,22,0,0,0,0,0,0,0,0
143,22,0,0,0,1,12,1,39,0
153,22,0,0,0,0,0,0,0,0
157,22,0,0,0,0,0,0,0,0
158,22,0,0,0,0,0,0,0,0
167,22,75,19,26,29,22,39,56,0
185,22,133,230,44,0,0,0,0,0
2,23,0,0,0,0,7,11,0,0
10,23,185,126,108,116,117,129,168,0
17,23,17,20,17,17,18,22,26,0
27,23,14,16,18,15,19,22,25,0
43,23,530,480,413,421,457,456,488,0
45,23,0,0,0,0,0,0,6,0
46,23,23,34,18,28,26,35,25,0
47,23,12,25,23,19,17,22,4,0
57,23,0,0,0,1,1,1,1,0
60,23,5,3,4,4,3,4,11,0
61,23,9,9,13,15,15,12,11,0
67,23,9,21,5,9,15,12,20,0
76,23,17,19,20,19,35,33,35,0
77,23,0,0,0,0,0,1,1,0
82,23,23,64,0,0,0,0,0,0
84,23,190,153,96,112,136,126,151,0
95,23,0,1,0,0,0,0,2,0
100,23,0,0,0,0,1,0,1,0
101,23,24,27,30,27,24,22,22,0
108,23,0,0,0,0,0,0,0,0
123,23,113,20,17,11,24,21,17,0
139,23,5,4,7,4,12,8,9,0
140,23,1,1,1,1,1,1,1,0
142,23,3,5,3,5,4,6,6,0
143,23,27,15,15,13,18,23,20,0
153,23,286,325,308,298,333,383,439,0
157,23,1,1,2,2,2,2,4,0
158,23,73,78,70,64,75,79,82,0
167,23,9,8,7,6,6,5,5,0
185,23,39,49,31,0,0,0,0,0
2,24,0,0,0,0,0,0,0,0
10,24,0,0,0,0,0,0,0,0
17,24,7,4,9,7,7,6,27,0
23,24,0,0,0,0,0,0,0,0
27,24,0,0,0,0,0,0,0,0
43,24,0,0,0,0,0,0,0,0
45,24,0,0,0,0,0,0,0,0
46,24,1,1,1,0,0,0,0,0
47,24,1,1,4,4,4,4,3,0
57,24,0,0,1,0,1,3,3,0
60,24,0,4,2,0,0,0,0,0
61,24,12,8,0,0,14,22,30,0
65,24,0,0,0,22,28,21,13,0
67,24,0,0,0,0,0,0,0,0
76,24,0,0,0,0,0,0,0,0
77,24,0,0,0,0,0,0,0,0
82,24,3,0,6,4,8,20,36,0
84,24,1,0,0,6,7,1,1,0
95,24,0,0,0,0,0,0,0,0
100,24,0,0,0,0,0,0,0,0
101,24,58,68,50,31,23,19,13,0
123,24,6,3,2,2,2,3,3,0
139,24,2,0,0,0,0,0,0,0
140,24,15,8,6,3,2,2,3,0
142,24,0,0,0,0,0,0,0,0
143,24,1,0,0,0,0,0,0,0
153,24,0,0,2,2,0,1,0,0
157,24,0,0,0,0,0,0,0,0
158,24,0,0,0,0,0,0,0,0
167,24,24,22,21,18,18,13,15,0
185,24,72,102,376,0,0,0,0,0
2,25,0,0,0,0,2,1,2,0
10,25,154,108,93,97,94,99,118,66
17,25,432,411,343,222,357,308,273,232
23,25,0,0,3,2,3,3,5,0
27,25,7,10,5,6,7,9,8,5
33,25,647,629,594,535,692,781,815,0
37,25,0,0,693,543,0,0,0,0
43,25,31,28,20,16,37,17,15,5
45,25,4,7,6,3,5,4,4,5
46,25,18,14,41,36,51,58,63,103
47,25,1001,897,671,593,670,725,875,861
57,25,7,7,6,15,9,12,16,16
60,25,122,129,104,143,131,99,210,280
61,25,3091,3099,2743,2300,2530,2561,2633,1960
65,25,2967,2959,2709,2414,2904,3036,2932,2330
67,25,188,223,844,720,987,1183,1102,940
75,25,98,81,67,54,66,74,67,0
76,25,244,240,95,77,60,45,109,83
77,25,4,3,6,5,9,10,10,0
82,25,541,850,1058,1141,1410,790,711,777
84,25,1955,1863,1410,1427,1484,1690,1685,681
86,25,0,704,722,555,622,677,0,0
95,25,0,1,1,1,1,1,1,1
100,25,3,0,0,0,4,1,2,4
101,25,308,282,320,286,244,256,237,0
108,25,5,0,0,0,17,0,0,0
123,25,2689,2257,1801,1697,1911,1969,1594,1204
124,25,88,105,110,109,133,141,0,0
139,25,29,42,35,39,47,59,57,37
140,25,1498,1492,1067,1173,1541,1918,1692,612
142,25,9,13,9,12,11,12,12,12
143,25,9,12,16,12,12,16,24,0
153,25,1,1,1,0,1,0,1,0
157,25,9,9,8,9,11,11,10,6
158,25,6,8,6,5,5,6,6,3
163,25,2052,2347,1711,1654,1628,1625,1749,0
167,25,634,514,390,232,372,525,643,643
168,25,742,814,680,914,606,668,0,0
185,25,2032,2368,2492,1632,1589,1734,1962,1401
186,25,27454,28963,27115,22367,26525,26574,24258,14941
2,26,0,0,0,0,0,0,0,0
9,26,55,44,46,51,47,46,0,0
10,26,0,0,0,0,0,0,0,0
17,26,3,5,4,7,17,6,3,0
23,26,0,0,0,0,0,0,0,0
27,26,0,0,0,0,0,0,0,0
43,26,0,1,0,0,2,2,0,0
45,26,0,0,0,0,0,0,0,0
46,26,0,0,0,0,0,0,0,0
47,26,4,5,4,1,2,32,8,0
57,26,0,0,0,0,0,0,0,0
60,26,0,0,0,0,0,0,0,0
61,26,0,105,139,0,0,0,0,0
65,26,78,68,58,0,0,51,56,0
67,26,0,0,1,1,1,3,7,0
76,26,1,0,0,0,0,0,0,0
77,26,0,0,0,0,0,0,0,0
82,26,0,0,0,0,8,0,2,0
84,26,2,9,11,1,2,1,1,0
95,26,0,0,0,0,0,0,0,0
100,26,0,0,0,0,0,0,0,0
101,26,19,23,30,32,32,20,10,0
105,26,1139,1275,938,1011,920,968,961,213
123,26,193,138,117,135,124,141,153,0
124,26,6,9,9,11,4,5,0,0
139,26,1,1,1,1,0,1,0,0
140,26,0,0,0,0,0,0,8,0
142,26,0,0,0,0,0,0,0,0
143,26,1,1,1,1,1,1,1,0
153,26,0,0,0,0,0,0,0,0
156,26,379,411,339,304,321,342,373,0
157,26,0,0,0,0,0,0,0,0
158,26,0,0,0,0,0,0,0,0
167,26,15,10,6,7,2,2,7,0
185,26,292,214,290,0,0,0,0,0
186,26,79,92,78,60,59,57,67,53
2,27,0,0,0,0,21,37,55,0
10,27,315,340,277,298,305,334,344,285
17,27,157,202,160,220,249,280,281,275
23,27,0,0,10,11,10,12,14,0
43,27,18,27,26,27,37,29,40,27
45,27,11,8,20,20,69,30,25,21
46,27,100,107,104,106,105,161,145,157
47,27,72,81,74,78,92,113,153,132
57,27,17,21,14,15,14,15,19,19
60,27,16,15,11,10,16,13,28,44
61,27,211,236,191,190,138,165,143,145
65,27,615,792,671,733,826,962,936,0
67,27,263,435,387,506,512,547,556,240
76,27,158,182,171,187,224,289,304,191
77,27,4,3,3,3,2,4,7,0
82,27,116,109,99,92,108,126,142,150
84,27,384,312,268,257,319,336,390,220
95,27,5,8,19,17,19,17,15,33
100,27,5,5,0,12,13,15,21,16
101,27,113,125,75,111,87,84,72,0
108,27,8,0,0,0,9,0,0,0
123,27,258,204,170,211,233,317,326,391
139,27,109,121,126,123,148,152,160,151
140,27,15,15,12,14,23,31,47,35
142,27,359,334,309,347,390,442,467,379
143,27,145,148,115,175,93,82,112,0
153,27,45,70,78,82,92,122,116,104
157,27,22,17,26,46,50,62,56,33
158,27,30,34,34,40,43,50,47,57
163,27,0,0,488,402,383,210,241,0
167,27,53,93,60,41,50,71,52,58
168,27,68,87,91,88,131,74,0,0
185,27,336,564,677,489,523,628,1163,501
186,27,270,302,307,312,393,347,360,362
2,28,0,0,0,0,0,0,0,0
10,28,1,1,1,2,1,1,10,0
17,28,16,24,14,18,21,34,22,0
23,28,0,0,0,0,0,0,0,0
27,28,0,0,0,0,0,0,0,0
43,28,0,0,0,0,2,0,2,0
45,28,0,0,0,0,0,0,0,0
46,28,0,0,0,0,0,1,0,0
47,28,6,7,4,7,24,5,5,0
57,28,0,0,0,0,0,0,0,0
60,28,4,0,1,1,2,5,2,0
61,28,173,141,85,75,96,194,197,0
67,28,0,0,0,0,0,0,0,0
76,28,0,1,0,0,0,0,0,0
77,28,0,0,0,0,0,0,0,0
82,28,0,0,0,0,0,1,1,0
84,28,1,7,3,1,5,4,3,0
95,28,0,0,0,0,0,0,0,0
100,28,0,0,0,0,0,0,0,0
101,28,3,1,4,2,11,12,19,0
123,28,26,11,15,9,7,5,3,0
139,28,0,0,0,0,0,0,0,0
140,28,0,3,1,0,1,1,1,0
142,28,0,0,0,0,0,0,0,0
143,28,1,0,4,2,2,3,5,0
153,28,0,0,0,0,0,0,0,0
157,28,0,0,0,0,0,0,0,0
158,28,0,0,0,0,0,0,0,0
167,28,38,17,14,8,11,2,7,0
185,28,47,64,24,0,0,0,0,0
2,29,0,0,0,0,0,0,0,0
10,29,0,0,0,0,0,0,0,0
17,29,20,21,21,11,11,13,11,0
23,29,0,0,0,0,0,0,0,0
27,29,0,0,0,0,0,0,0,0
43,29,0,0,0,0,1,0,0,0
45,29,0,0,0,0,0,0,0,0
46,29,0,1,0,0,0,6,0,0
47,29,1,0,0,0,0,0,1,0
57,29,0,0,0,0,0,0,0,0
60,29,0,0,1,2,2,0,0,0
61,29,0,0,22,13,2,4,3,0
65,29,4,5,4,6,3,2,3,0
67,29,0,0,0,0,0,0,0,0
76,29,0,0,0,0,0,0,0,0
77,29,0,0,0,0,0,0,0,0
82,29,0,0,0,0,5,0,0,0
84,29,1,1,1,0,0,0,0,0
95,29,0,0,0,0,0,0,0,0
100,29,0,0,0,0,0,0,0,0
101,29,1,1,0,1,0,1,0,0
108,29,0,0,0,0,0,0,0,0
123,29,15,16,14,11,15,8,7,0
139,29,0,0,0,0,0,0,0,0
140,29,0,0,0,0,0,0,0,0
142,29,0,0,0,0,0,0,0,0
143,29,0,0,0,0,0,0,0,0
153,29,0,0,0,0,0,0,0,0
157,29,0,0,0,0,0,0,0,0
158,29,0,0,0,0,0,0,0,0
167,29,0,0,0,0,1,0,0,0
185,29,0,0,0,0,0,0,0,0
2,30,0,0,0,0,0,0,0,0
10,30,0,0,0,1,0,0,0,0
17,30,3,3,2,4,6,2,2,0
23,30,0,0,0,0,0,0,0,0
27,30,0,0,0,0,0,0,0,0
43,30,0,0,0,0,0,0,1,0
45,30,0,0,0,0,0,0,0,0
46,30,0,0,0,0,0,0,0,0
47,30,3,1,7,5,5,5,7,0
57,30,0,0,0,0,0,0,0,0
60,30,1,21,2,0,0,0,0,0
61,30,8,11,11,9,9,15,13,0
65,30,4,4,13,7,0,0,0,0
67,30,0,0,9,8,10,15,13,0
76,30,0,0,0,0,0,0,0,0
77,30,0,0,0,0,5,22,37,0
82,30,0,0,0,0,0,0,0,0
84,30,9,5,8,2,5,3,1,0
95,30,0,0,0,0,0,0,0,0
100,30,0,0,0,0,0,0,2,0
101,30,1,3,1,1,1,0,1,0
108,30,0,0,0,0,0,0,0,0
123,30,6,4,0,0,0,6,8,0
139,30,0,1,0,0,0,0,0,0
140,30,93,105,88,105,117,130,120,0
142,30,0,0,0,0,0,0,0,0
143,30,0,0,0,0,0,0,0,0
153,30,0,0,0,0,0,0,0,0
157,30,0,0,0,0,0,0,0,0
158,30,0,0,0,0,0,0,0,0
167,30,0,0,0,0,0,0,0,0
185,30,0,0,6,0,0,0,0,0
2,31,0,0,0,0,0,0,0,0
10,31,0,1,1,1,1,1,1,0
17,31,3,3,4,2,6,6,6,0
23,31,0,0,0,0,0,0,0,0
27,31,0,0,1,1,1,0,0,0
43,31,0,0,0,0,0,0,0,0
45,31,0,0,0,0,0,0,0,0
46,31,0,0,0,0,0,1,1,0
47,31,10,13,11,12,13,19,18,0
57,31,0,0,0,0,0,0,0,0
60,31,3,3,2,2,3,4,3,0
61,31,31,28,23,19,20,31,37,0
65,31,9,11,12,14,41,26,0,0
67,31,0,0,1,1,2,1,0,0
76,31,3,0,0,1,0,0,0,0
77,31,0,0,0,0,0,0,0,0
82,31,0,0,0,2,0,9,9,0
84,31,4,1,0,4,1,1,1,0
95,31,4,0,0,0,0,0,0,0
100,31,0,0,0,5,7,0,3,0
101,31,36,39,29,31,31,19,13,0
105,31,44,62,56,54,68,139,110,46
108,31,0,0,0,0,0,0,0,0
123,31,12,12,15,21,22,30,38,0
139,31,0,1,5,3,1,6,0,0
140,31,0,0,0,0,0,0,1,0
142,31,0,0,1,0,0,0,0,0
143,31,1,1,0,1,7,8,1,0
153,31,0,0,0,0,0,0,0,0
156,31,71,68,83,142,152,197,220,0
157,31,2,0,0,0,0,0,0,0
158,31,0,0,0,0,0,0,0,0
167,31,8,21,8,0,2,2,1,0
185,31,25,18,37,0,0,0,0,0
2,32,0,0,0,0,0,0,0,0
10,32,0,0,1,1,0,1,1,0
17,32,49,77,52,85,55,63,62,0
23,32,0,0,0,0,0,0,0,0
27,32,0,0,0,0,0,0,0,0
43,32,0,0,0,0,1,0,1,0
45,32,0,0,0,0,0,0,0,0
46,32,0,0,0,0,0,0,0,0
47,32,8,5,18,23,19,20,23,0
57,32,0,0,0,0,0,0,1,0
60,32,7,21,7,14,8,17,0,0
61,32,564,806,357,400,404,510,432,0
65,32,36,27,30,0,0,0,0,0
67,32,2,0,35,30,31,45,43,0
76,32,0,0,0,1,1,0,0,0
77,32,0,0,0,0,0,0,0,0
82,32,0,0,1,0,0,0,7,0
84,32,7,12,6,4,12,4,3,0
95,32,0,0,0,0,0,0,0,0
100,32,0,0,0,0,0,0,0,0
101,32,16,24,11,6,11,15,12,0
123,32,60,48,38,23,16,16,23,0
139,32,0,1,0,1,0,1,1,0
140,32,8,17,11,11,7,9,8,0
142,32,0,1,0,1,1,1,1,0
143,32,0,0,0,0,0,0,0,0
153,32,0,0,0,0,0,0,0,0
157,32,0,0,0,0,0,0,0,0
158,32,0,0,0,0,0,0,0,0
167,32,14,22,18,17,12,5,8,0
185,32,103,146,102,0,0,0,0,0
2,33,0,0,0,0,12,13,20,0
9,33,871,851,775,770,819,889,0,0
10,33,246,262,251,258,299,293,299,199
17,33,637,595,428,539,519,500,616,515
23,33,0,0,4,5,6,7,7,0
27,33,31,35,35,42,34,48,50,35
43,33,65,63,62,73,90,123,112,16
45,33,58,52,44,45,51,58,58,49
46,33,153,124,123,109,134,120,135,142
47,33,633,669,579,550,601,752,830,799
57,33,23,63,28,35,48,61,60,45
60,33,352,335,317,318,315,208,198,161
61,33,3768,2836,2282,2566,2820,3330,3072,2088
65,33,3346,3507,3248,3305,3232,0,3686,2967
67,33,487,328,421,417,574,998,1026,353
75,33,1281,1218,1067,1001,1124,1254,1205,0
76,33,87,100,92,110,98,129,131,40
77,33,116,167,171,252,313,291,238,81
82,33,1448,1570,1765,1737,2190,2361,2618,2340
84,33,1413,1734,1480,1586,1798,2294,2513,379
86,33,0,1760,1645,1780,1875,1929,0,0
95,33,25,15,12,19,27,17,26,24
100,33,3,4,0,0,14,10,12,13
101,33,546,481,635,556,547,559,562,0
105,33,170,159,105,95,111,136,162,66
108,33,369,0,0,0,407,0,0,0
123,33,2145,1846,1810,1973,2601,3346,4198,2938
124,33,249,263,260,260,284,292,0,0
139,33,236,269,274,454,519,598,619,420
140,33,236,244,229,246,345,440,487,188
142,33,146,179,150,171,175,227,212,149
143,33,366,373,217,215,293,269,207,0
153,33,82,123,159,115,84,98,120,76
156,33,1007,1094,915,940,1166,1459,1783,0
157,33,22,23,23,17,33,33,30,24
158,33,18,19,18,21,19,20,22,12
163,33,689,643,741,897,1103,1200,1154,0
167,33,616,517,384,725,641,819,1052,1202
168,33,1435,1613,1218,1300,1301,1590,0,0
185,33,6041,5308,6849,6833,6487,7387,7273,6679
186,33,67543,65979,59813,60782,65148,68722,69512,53685
2,34,0,0,0,0,0,0,0,0
10,34,0,0,1,1,1,1,0,0
17,34,4,1,2,2,3,2,3,0
23,34,0,0,0,0,0,0,0,0
27,34,0,0,0,0,0,0,1,0
43,34,0,0,0,0,0,1,0,0
45,34,0,0,0,0,0,0,0,0
46,34,0,0,0,0,0,1,0,0
47,34,7,3,3,4,3,2,2,0
57,34,0,0,0,0,0,0,0,0
60,34,0,0,0,0,0,0,0,0
61,34,25,17,65,25,24,0,17,0
65,34,0,0,3,1,2,0,1,0
67,34,0,0,0,0,0,0,0,0
76,34,0,0,0,0,0,0,0,0
77,34,0,0,0,0,0,0,0,0
82,34,0,0,0,0,0,0,0,0
84,34,1,8,2,6,1,1,0,0
95,34,0,0,0,0,0,0,0,0
100,34,0,0,0,0,0,0,0,0
101,34,24,0,0,0,0,0,0,0
108,34,0,0,0,0,0,0,0,0
123,34,3,1,1,1,3,2,3,0
139,34,0,0,0,0,0,1,1,0
140,34,0,0,0,0,0,0,0,0
142,34,0,0,0,0,0,0,0,0
143,34,0,1,2,14,21,11,0,0
153,34,0,0,0,0,0,0,0,0
157,34,0,0,0,0,0,0,0,0
158,34,0,0,0,0,0,0,0,0
167,34,0,0,0,4,2,9,3,0
185,34,0,0,0,0,0,0,0,0
2,35,0,0,0,0,0,0,0,0
10,35,0,0,0,0,0,0,0,0
17,35,11,49,36,21,15,14,10,0
23,35,0,0,0,0,0,0,0,0
27,35,0,0,0,0,0,0,0,0
43,35,0,0,0,0,0,1,0,0
45,35,0,0,0,0,0,0,0,0
46,35,0,0,0,0,0,1,0,0
47,35,1,0,0,0,0,1,0,0
57,35,0,0,0,0,0,0,0,0
60,35,0,0,0,0,0,0,0,0
61,35,0,78,44,30,49,105,107,0
65,35,1,3,2,3,2,2,0,0
67,35,0,0,0,0,0,0,0,0
76,35,0,0,0,0,0,0,0,0
77,35,0,0,0,0,0,0,0,0
82,35,0,0,0,0,0,0,0,0
84,35,2,1,0,0,1,1,0,0
95,35,0,0,0,0,0,0,0,0
100,35,0,0,0,0,0,0,0,0
101,35,24,23,18,8,0,0,0,0
108,35,0,0,0,0,0,0,0,0
123,35,75,41,35,26,10,11,11,0
139,35,0,0,0,0,0,0,0,0
140,35,1,3,2,1,0,2,1,0
142,35,0,0,0,0,0,0,0,0
143,35,0,1,2,0,0,0,0,0
153,35,0,0,0,0,0,0,0,0
157,35,0,0,0,0,0,0,0,0
158,35,0,0,0,0,0,0,0,0
167,35,8,5,4,2,1,2,7,0
185,35,122,174,34,0,0,0,0,0
2,36,0,0,0,0,0,0,0,0
9,36,180,184,138,152,180,215,0,0
10,36,73,117,27,39,27,33,39,0
17,36,33,143,88,77,111,125,238,0
23,36,0,0,0,0,0,0,0,0
27,36,1,1,1,1,1,2,2,0
33,36,202,201,143,143,138,179,180,0
43,36,5,3,2,5,9,1,3,0
45,36,1,1,9,0,0,0,8,0
46,36,2,3,5,3,4,102,5,0
47,36,317,282,247,228,257,225,226,0
57,36,0,1,1,1,1,0,2,0
60,36,27,76,39,56,62,78,128,0
61,36,345,383,314,451,644,321,335,0
65,36,980,966,873,807,828,879,947,0
67,36,10,23,67,54,68,88,91,0
75,36,0,0,0,0,0,0,0,0
76,36,0,0,0,0,4,0,5,0
77,36,2,1,1,1,2,2,3,0
82,36,0,100,0,271,0,0,0,0
84,36,166,189,175,216,257,375,224,0
95,36,3,1,0,0,1,0,0,0
100,36,1,1,0,0,0,0,0,0
101,36,210,236,184,173,101,113,115,0
108,36,0,0,0,0,0,0,0,0
123,36,222,274,253,273,478,629,612,0
139,36,5,12,13,15,13,19,18,0
140,36,17,13,11,21,31,34,41,0
142,36,0,1,0,2,0,0,0,0
143,36,4,4,5,8,9,8,6,0
153,36,0,0,0,0,0,0,0,0
157,36,1,1,1,0,0,0,0,0
158,36,0,0,0,0,0,0,1,0
163,36,720,1089,894,888,1063,986,1165,0
167,36,209,123,182,149,179,226,298,0
168,36,230,244,231,202,235,257,0,0
185,36,489,388,443,589,436,520,493,429
186,36,3741,3993,4325,4602,4843,5427,5524,4444
2,37,0,0,0,0,5,10,27,0
9,37,7234,7901,8268,9975,12132,13380,0,0
10,37,466,793,594,662,604,808,850,544
17,37,853,951,1045,957,1068,1334,1407,1331
23,37,0,0,6,9,17,30,53,0
27,37,15,20,18,21,26,32,33,16
33,37,3965,4320,4179,4765,5322,5928,6102,0
43,37,26,21,33,36,42,56,48,19
45,37,56,230,130,96,62,59,48,61
46,37,190,429,357,403,495,663,698,425
47,37,3620,3313,2291,1980,2464,2552,2659,2702
57,37,27,40,33,43,46,66,85,67
60,37,869,808,1005,1370,1456,1723,2111,1660
61,37,5239,6018,9492,8214,9348,10238,10561,8313
65,37,9707,12619,13909,14689,16118,19560,18600,0
67,37,143,167,1075,952,1321,1593,1607,1399
75,37,40891,41481,40093,38180,39813,43392,36559,0
76,37,102,115,108,188,245,527,565,216
77,37,25,35,58,71,85,101,95,0
82,37,1804,1812,3832,4297,4199,5795,6857,7297
84,37,1515,1567,1274,1341,1488,2082,2143,1622
86,37,0,16448,19773,20851,22796,26070,0,0
162,37,18333,22333,20822,20542,15603,18738,0,0
95,37,4,8,6,13,11,20,53,50
100,37,16,46,0,18,23,27,46,52
101,37,533,942,1420,1525,1086,1253,1174,0
105,37,2490,2282,2050,2374,2980,3500,4287,1047
108,37,8,0,0,0,17,0,0,0
123,37,2406,2485,2529,2137,2781,3685,4169,3469
124,37,1251,1687,2055,2127,2179,2374,0,0
139,37,123,179,199,211,313,446,437,332
140,37,251,181,139,185,256,337,399,180
142,37,34,75,55,53,59,76,91,86
143,37,1617,1498,1545,1944,2386,3133,3907,0
153,37,7,15,14,15,19,44,84,42
156,37,7351,8621,8651,7806,12956,18695,18771,0
157,37,24,25,30,42,71,86,89,35
158,37,18,21,24,36,42,55,62,50
163,37,457,533,701,1001,1145,1830,1808,0
167,37,1372,1165,1672,2018,1980,1614,2086,1755
168,37,3011,3224,3283,3402,3780,3987,0,0
185,37,6513,5624,6489,5287,5202,6021,7759,6545
186,37,35226,41646,46838,53394,56145,58467,59354,40394
2,38,0,0,0,0,0,0,0,0
10,38,11,13,11,14,18,21,20,0
17,38,49,88,49,38,85,145,72,0
23,38,0,0,0,0,0,0,0,0
27,38,1,1,1,1,2,3,2,0
33,38,185,176,152,152,174,174,206,0
43,38,0,0,1,3,1,3,1,0
45,38,0,0,0,0,0,0,0,0
46,38,3,2,4,2,3,6,4,0
47,38,100,141,103,88,86,84,98,0
57,38,0,0,0,0,0,0,1,0
60,38,77,53,42,41,19,15,20,0
61,38,254,244,316,317,625,359,381,0
65,38,428,433,389,428,419,513,538,0
67,38,9,16,93,83,95,129,117,0
76,38,1,3,2,2,2,32,8,0
77,38,0,0,0,1,1,2,1,0
82,38,185,207,195,179,167,203,193,0
84,38,138,176,151,132,170,161,190,0
95,38,0,0,0,0,0,0,0,0
100,38,0,0,1,0,1,0,0,0
101,38,61,62,73,92,73,84,62,0
108,38,1,0,0,0,3,0,0,0
123,38,580,263,278,232,376,459,415,0
139,38,2,3,4,4,6,12,13,0
140,38,17,23,26,23,31,33,27,0
142,38,1,1,1,1,1,2,3,0
143,38,17,27,30,24,34,25,27,0
153,38,0,0,0,0,0,0,0,0
157,38,0,1,1,0,0,0,3,0
158,38,0,1,1,0,0,1,1,0
167,38,54,44,35,51,60,66,63,0
185,38,283,211,431,379,395,213,214,208
186,38,6504,6966,6817,6697,6805,7444,7236,4840
2,39,0,0,0,0,0,0,0,0
10,39,0,0,0,0,0,0,0,0
17,39,0,0,1,1,1,4,2,0
23,39,0,0,0,0,0,0,0,0
27,39,0,0,0,0,0,0,0,0
43,39,0,0,0,0,0,0,0,0
45,39,0,0,0,0,0,0,0,0
46,39,0,0,0,0,0,0,0,0
47,39,0,0,0,0,0,0,0,0
57,39,0,0,0,0,0,0,0,0
60,39,0,0,0,0,0,0,0,0
61,39,5,5,2,23,52,30,28,0
65,39,1,0,1,1,0,0,0,0
67,39,0,0,1,1,1,2,1,0
76,39,0,0,0,0,0,0,0,0
77,39,0,0,0,0,0,0,0,0
82,39,0,0,0,1,0,0,0,0
84,39,0,0,1,0,0,0,0,0
95,39,0,0,0,0,0,0,0,0
100,39,0,0,0,0,0,0,0,0
101,39,0,0,0,0,0,0,0,0
108,39,0,0,0,0,0,0,0,0
123,39,15,5,6,1,2,0,0,0
139,39,54,14,33,8,0,0,0,0
140,39,0,0,0,0,0,0,0,0
142,39,0,0,0,0,0,0,0,0
143,39,0,0,0,0,0,0,0,0
153,39,0,0,0,0,0,0,0,0
157,39,0,0,0,0,0,0,0,0
158,39,0,0,0,0,0,0,0,0
167,39,0,0,0,0,0,0,0,0
185,39,0,0,0,0,0,0,0,0
2,40,0,0,0,0,0,0,0,0
10,40,0,0,2,1,0,0,1,0
17,40,94,109,174,66,69,47,47,0
23,40,0,0,0,0,0,0,0,0
27,40,0,0,0,0,0,0,0,0
43,40,0,2,4,0,0,0,0,0
45,40,0,0,0,0,0,0,0,0
46,40,0,2,0,0,0,0,0,0
47,40,3,10,87,10,7,11,7,0
57,40,0,0,0,0,0,0,0,0
60,40,7,3,-1,1,1,4,4,0
61,40,1558,2696,3381,2247,1186,488,439,0
65,40,16,32,19,22,21,15,0,0
67,40,1,1,14,11,12,18,17,0
76,40,0,0,0,0,0,0,0,0
77,40,0,0,0,0,0,0,0,0
84,40,5,9,36,74,83,17,36,0
95,40,0,0,0,0,0,0,0,0
100,40,3,0,0,7,0,0,0,0
101,40,37,37,69,34,5,4,0,0
108,40,0,0,0,0,0,0,0,0
123,40,84,56,42,68,45,38,23,0
139,40,6,4,1,1,1,2,2,0
140,40,4,4,9,3,3,4,2,0
142,40,0,0,1,0,0,0,0,0
143,40,10,0,3,7,0,0,4,0
153,40,0,0,0,0,0,0,0,0
157,40,0,0,0,0,0,0,0,0
158,40,3,0,0,0,0,0,0,0
167,40,15,10,5,5,2,2,8,0
185,40,120,170,561,0,0,0,0,0
2,41,0,0,0,0,0,0,0,0
10,41,7,12,6,7,6,7,7,0
17,41,11,13,11,11,17,22,18,0
23,41,0,0,0,0,0,0,0,0
27,41,0,0,0,1,0,1,1,0
